Date,ProductCategory,Product,Store,SalesUnits
2026-04-26,Electronics,Laptop Pro,Mumbai Store,28
2026-04-26,Apparel,Classic T-Shirt,Delhi Store,82
2026-04-26,Apparel,Classic T-Shirt,Mumbai Store,96
2026-04-26,Apparel,Sleek Hoodie,Delhi Store,77
2026-04-26,Apparel,Sleek Hoodie,Mumbai Store,86
2026-04-27,Electronics,Smartphone X,Delhi Store,15
2026-04-27,Electronics,Smartphone X,Mumbai Store,31
2026-04-27,Electronics,Laptop Pro,Delhi Store,26
2026-04-27,Electronics,Laptop Pro,Mumbai Store,27
2026-04-27,Apparel,Classic T-Shirt,Delhi Store,57
2026-04-27,Apparel,Classic T-Shirt,Mumbai Store,66
2026-04-27,Apparel,Sleek Hoodie,Delhi Store,55
2026-04-27,Apparel,Sleek Hoodie,Mumbai Store,66
2026-04-28,Electronics,Smartphone X,Delhi Store,23
2026-04-28,Electronics,Smartphone X,Mumbai Store,21
2026-04-28,Electronics,Laptop Pro,Delhi Store,18
2026-04-28,Electronics,Laptop Pro,Mumbai Store,22
2026-04-28,Apparel,Classic T-Shirt,Delhi Store,66
2026-04-28,Apparel,Classic T-Shirt,Mumbai Store,59
2026-04-28,Apparel,Sleek Hoodie,Delhi Store,62
2026-04-28,Apparel,Sleek Hoodie,Mumbai Store,62
2026-04-29,Electronics,Smartphone X,Delhi Store,20
2026-04-29,Electronics,Smartphone X,Mumbai Store,16
2026-04-29,Electronics,Laptop Pro,Delhi Store,25
2026-04-29,Electronics,Laptop Pro,Mumbai Store,17
2026-04-29,Apparel,Classic T-Shirt,Delhi Store,51
2026-04-29,Apparel,Classic T-Shirt,Mumbai Store,68
2026-04-29,Apparel,Sleek Hoodie,Delhi Store,65
2026-04-29,Apparel,Sleek Hoodie,Mumbai Store,61
2026-04-30,Electronics,Smartphone X,Delhi Store,31
2026-04-30,Electronics,Smartphone X,Mumbai Store,22
2026-04-30,Electronics,Laptop Pro,Delhi Store,22
2026-04-30,Electronics,Laptop Pro,Mumbai Store,27
2026-04-30,Apparel,Classic T-Shirt,Delhi Store,67
2026-04-30,Apparel,Classic T-Shirt,Mumbai Store,64
2026-04-30,Apparel,Sleek Hoodie,Delhi Store,59
2026-04-30,Apparel,Sleek Hoodie,Mumbai Store,55
2026-05-01,Electronics,Smartphone X,Delhi Store,20
2026-05-01,Electronics,Smartphone X,Mumbai Store,23
2026-05-01,Electronics,Laptop Pro,Delhi Store,33
2026-05-01,Electronics,Laptop Pro,Mumbai Store,34
2026-05-01,Apparel,Classic T-Shirt,Delhi Store,58
2026-05-01,Apparel,Classic T-Shirt,Mumbai Store,59
2026-05-01,Apparel,Sleek Hoodie,Delhi Store,51
2026-05-01,Apparel,Sleek Hoodie,Mumbai Store,57
2026-05-02,Electronics,Smartphone X,Delhi Store,21
2026-05-02,Electronics,Smartphone X,Mumbai Store,44
2026-05-02,Electronics,Laptop Pro,Delhi Store,28
2026-05-02,Electronics,Laptop Pro,Mumbai Store,40
2026-05-02,Apparel,Classic T-Shirt,Delhi Store,82
2026-05-02,Apparel,Classic T-Shirt,Mumbai Store,74
2026-05-02,Apparel,Sleek Hoodie,Delhi Store,77
2026-05-02,Apparel,Sleek Hoodie,Mumbai Store,71
2026-05-03,Electronics,Smartphone X,Delhi Store,28
2026-05-03,Electronics,Smartphone X,Mumbai Store,23
2026-05-03,Electronics,Laptop Pro,Delhi Store,47
2026-05-03,Electronics,Laptop Pro,Mumbai Store,39
2026-05-03,Apparel,Classic T-Shirt,Delhi Store,75
2026-05-03,Apparel,Classic T-Shirt,Mumbai Store,91
2026-05-03,Apparel,Sleek Hoodie,Delhi Store,95
2026-05-03,Apparel,Sleek Hoodie,Mumbai Store,77
2026-05-04,Electronics,Smartphone X,Delhi Store,15
2026-05-04,Electronics,Smartphone X,Mumbai Store,16
2026-05-04,Electronics,Laptop Pro,Delhi Store,34
2026-05-04,Electronics,Laptop Pro,Mumbai Store,20
2026-05-04,Apparel,Classic T-Shirt,Delhi Store,61
2026-05-04,Apparel,Classic T-Shirt,Mumbai Store,58
2026-05-04,Apparel,Sleek Hoodie,Delhi Store,61
2026-05-04,Apparel,Sleek Hoodie,Mumbai Store,58
2026-05-05,Electronics,Smartphone X,Delhi Store,25
2026-05-05,Electronics,Smartphone X,Mumbai Store,34
2026-05-05,Electronics,Laptop Pro,Delhi Store,18
2026-05-05,Electronics,Laptop Pro,Mumbai Store,28
2026-05-05,Apparel,Classic T-Shirt,Delhi Store,53
2026-05-05,Apparel,Classic T-Shirt,Mumbai Store,67
2026-05-05,Apparel,Sleek Hoodie,Delhi Store,61
2026-05-05,Apparel,Sleek Hoodie,Mumbai Store,54
2026-05-06,Electronics,Smartphone X,Delhi Store,30
2026-05-06,Electronics,Smartphone X,Mumbai Store,33
2026-05-06,Electronics,Laptop Pro,Delhi Store,32
2026-05-06,Electronics,Laptop Pro,Mumbai Store,34
2026-05-06,Apparel,Classic T-Shirt,Delhi Store,62
2026-05-06,Apparel,Classic T-Shirt,Mumbai Store,64
2026-05-06,Apparel,Sleek Hoodie,Delhi Store,69
2026-05-06,Apparel,Sleek Hoodie,Mumbai Store,58
2026-05-07,Electronics,Smartphone X,Delhi Store,22
2026-05-07,Electronics,Smartphone X,Mumbai Store,32
2026-05-07,Electronics,Laptop Pro,Delhi Store,26
2026-05-07,Electronics,Laptop Pro,Mumbai Store,29
2026-05-07,Apparel,Classic T-Shirt,Delhi Store,62
2026-05-07,Apparel,Classic T-Shirt,Mumbai Store,54
2026-05-07,Apparel,Sleek Hoodie,Delhi Store,68
2026-05-07,Apparel,Sleek Hoodie,Mumbai Store,62
2026-05-08,Electronics,Smartphone X,Delhi Store,19
2026-05-08,Electronics,Smartphone X,Mumbai Store,29
2026-05-08,Electronics,Laptop Pro,Delhi Store,26
2026-05-08,Electronics,Laptop Pro,Mumbai Store,17
2026-05-08,Apparel,Classic T-Shirt,Delhi Store,57
2026-05-08,Apparel,Classic T-Shirt,Mumbai Store,51
2026-05-08,Apparel,Sleek Hoodie,Delhi Store,53
2026-05-08,Apparel,Sleek Hoodie,Mumbai Store,52
2026-05-09,Electronics,Smartphone X,Delhi Store,30
2026-05-09,Electronics,Smartphone X,Mumbai Store,47
2026-05-09,Electronics,Laptop Pro,Delhi Store,37
2026-05-09,Electronics,Laptop Pro,Mumbai Store,36
2026-05-09,Apparel,Classic T-Shirt,Delhi Store,82
2026-05-09,Apparel,Classic T-Shirt,Mumbai Store,81
2026-05-09,Apparel,Sleek Hoodie,Delhi Store,82
2026-05-09,Apparel,Sleek Hoodie,Mumbai Store,81
2026-05-10,Electronics,Smartphone X,Delhi Store,35
2026-05-10,Electronics,Smartphone X,Mumbai Store,40
2026-05-10,Electronics,Laptop Pro,Delhi Store,37
2026-05-10,Electronics,Laptop Pro,Mumbai Store,25
2026-05-10,Apparel,Classic T-Shirt,Delhi Store,75
2026-05-10,Apparel,Classic T-Shirt,Mumbai Store,78
2026-05-10,Apparel,Sleek Hoodie,Delhi Store,96
2026-05-10,Apparel,Sleek Hoodie,Mumbai Store,89
2026-05-11,Electronics,Smartphone X,Delhi Store,25
2026-05-11,Electronics,Smartphone X,Mumbai Store,27
2026-05-11,Electronics,Laptop Pro,Delhi Store,21
2026-05-11,Electronics,Laptop Pro,Mumbai Store,27
2026-05-11,Apparel,Classic T-Shirt,Delhi Store,51
2026-05-11,Apparel,Classic T-Shirt,Mumbai Store,55
2026-05-11,Apparel,Sleek Hoodie,Delhi Store,55
2026-05-11,Apparel,Sleek Hoodie,Mumbai Store,59
2026-05-12,Electronics,Smartphone X,Delhi Store,20
2026-05-12,Electronics,Smartphone X,Mumbai Store,21
2026-05-12,Electronics,Laptop Pro,Delhi Store,23
2026-05-12,Electronics,Laptop Pro,Mumbai Store,24
2026-05-12,Apparel,Classic T-Shirt,Delhi Store,66
2026-05-12,Apparel,Classic T-Shirt,Mumbai Store,55
2026-05-12,Apparel,Sleek Hoodie,Delhi Store,57
2026-05-12,Apparel,Sleek Hoodie,Mumbai Store,64
2026-05-13,Electronics,Smartphone X,Delhi Store,23
2026-05-13,Electronics,Smartphone X,Mumbai Store,22
2026-05-13,Electronics,Laptop Pro,Delhi Store,27
2026-05-13,Electronics,Laptop Pro,Mumbai Store,24
2026-05-13,Apparel,Classic T-Shirt,Delhi Store,66
2026-05-13,Apparel,Classic T-Shirt,Mumbai Store,51
2026-05-13,Apparel,Sleek Hoodie,Delhi Store,51
2026-05-13,Apparel,Sleek Hoodie,Mumbai Store,60
2026-05-14,Electronics,Smartphone X,Delhi Store,30
2026-05-14,Electronics,Smartphone X,Mumbai Store,32
2026-05-14,Electronics,Laptop Pro,Delhi Store,29
2026-05-14,Electronics,Laptop Pro,Mumbai Store,22
2026-05-14,Apparel,Classic T-Shirt,Delhi Store,59
2026-05-14,Apparel,Classic T-Shirt,Mumbai Store,63
2026-05-14,Apparel,Sleek Hoodie,Delhi Store,56
2026-05-14,Apparel,Sleek Hoodie,Mumbai Store,51
2026-05-15,Electronics,Smartphone X,Delhi Store,34
2026-05-15,Electronics,Smartphone X,Mumbai Store,27
2026-05-15,Electronics,Laptop Pro,Delhi Store,24
2026-05-15,Electronics,Laptop Pro,Mumbai Store,26
2026-05-15,Apparel,Classic T-Shirt,Delhi Store,51
2026-05-15,Apparel,Classic T-Shirt,Mumbai Store,53
2026-05-15,Apparel,Sleek Hoodie,Delhi Store,62
2026-05-15,Apparel,Sleek Hoodie,Mumbai Store,57
2026-05-16,Electronics,Smartphone X,Delhi Store,26
2026-05-16,Electronics,Smartphone X,Mumbai Store,26
2026-05-16,Electronics,Laptop Pro,Delhi Store,33
2026-05-16,Electronics,Laptop Pro,Mumbai Store,22
2026-05-16,Apparel,Classic T-Shirt,Delhi Store,88
2026-05-16,Apparel,Classic T-Shirt,Mumbai Store,89
2026-05-16,Apparel,Sleek Hoodie,Delhi Store,91
2026-05-16,Apparel,Sleek Hoodie,Mumbai Store,78
2026-05-17,Electronics,Smartphone X,Delhi Store,33
2026-05-17,Electronics,Smartphone X,Mumbai Store,29
2026-05-17,Electronics,Laptop Pro,Delhi Store,43
2026-05-17,Electronics,Laptop Pro,Mumbai Store,43
2026-05-17,Apparel,Classic T-Shirt,Delhi Store,79
2026-05-17,Apparel,Classic T-Shirt,Mumbai Store,70
2026-05-17,Apparel,Sleek Hoodie,Delhi Store,72
2026-05-17,Apparel,Sleek Hoodie,Mumbai Store,81
2026-05-18,Electronics,Smartphone X,Delhi Store,30
2026-05-18,Electronics,Smartphone X,Mumbai Store,23
2026-05-18,Electronics,Laptop Pro,Delhi Store,29
2026-05-18,Electronics,Laptop Pro,Mumbai Store,16
2026-05-18,Apparel,Classic T-Shirt,Delhi Store,63
2026-05-18,Apparel,Classic T-Shirt,Mumbai Store,69
2026-05-18,Apparel,Sleek Hoodie,Delhi Store,56
2026-05-18,Apparel,Sleek Hoodie,Mumbai Store,67
2026-05-19,Electronics,Smartphone X,Delhi Store,32
2026-05-19,Electronics,Smartphone X,Mumbai Store,16
2026-05-19,Electronics,Laptop Pro,Delhi Store,25
2026-05-19,Electronics,Laptop Pro,Mumbai Store,16
2026-05-19,Apparel,Classic T-Shirt,Delhi Store,66
2026-05-19,Apparel,Classic T-Shirt,Mumbai Store,59
2026-05-19,Apparel,Sleek Hoodie,Delhi Store,51
2026-05-19,Apparel,Sleek Hoodie,Mumbai Store,57
2026-05-20,Electronics,Smartphone X,Delhi Store,27
2026-05-20,Electronics,Smartphone X,Mumbai Store,24
2026-05-20,Electronics,Laptop Pro,Delhi Store,28
2026-05-20,Electronics,Laptop Pro,Mumbai Store,28
2026-05-20,Apparel,Classic T-Shirt,Delhi Store,55
2026-05-20,Apparel,Classic T-Shirt,Mumbai Store,63
2026-05-20,Apparel,Sleek Hoodie,Delhi Store,59
2026-05-20,Apparel,Sleek Hoodie,Mumbai Store,59
2026-05-21,Electronics,Smartphone X,Delhi Store,34
2026-05-21,Electronics,Smartphone X,Mumbai Store,28
2026-05-21,Electronics,Laptop Pro,Delhi Store,29
2026-05-21,Electronics,Laptop Pro,Mumbai Store,29
2026-05-21,Apparel,Classic T-Shirt,Delhi Store,50
2026-05-21,Apparel,Classic T-Shirt,Mumbai Store,60
2026-05-21,Apparel,Sleek Hoodie,Delhi Store,63
2026-05-21,Apparel,Sleek Hoodie,Mumbai Store,61
2026-05-22,Electronics,Smartphone X,Delhi Store,24
2026-05-22,Electronics,Smartphone X,Mumbai Store,34
2026-05-22,Electronics,Laptop Pro,Delhi Store,30
2026-05-22,Electronics,Laptop Pro,Mumbai Store,23
2026-05-22,Apparel,Classic T-Shirt,Delhi Store,50
2026-05-22,Apparel,Classic T-Shirt,Mumbai Store,62
2026-05-22,Apparel,Sleek Hoodie,Delhi Store,55
2026-05-22,Apparel,Sleek Hoodie,Mumbai Store,64
2026-05-23,Electronics,Smartphone X,Delhi Store,47
2026-05-23,Electronics,Smartphone X,Mumbai Store,28
2026-05-23,Electronics,Laptop Pro,Delhi Store,33
2026-05-23,Electronics,Laptop Pro,Mumbai Store,28
2026-05-23,Apparel,Classic T-Shirt,Delhi Store,84
2026-05-23,Apparel,Classic T-Shirt,Mumbai Store,96
2026-05-23,Apparel,Sleek Hoodie,Delhi Store,89
2026-05-23,Apparel,Sleek Hoodie,Mumbai Store,96
2026-05-24,Electronics,Smartphone X,Delhi Store,21
2026-05-24,Electronics,Smartphone X,Mumbai Store,32
2026-05-24,Electronics,Laptop Pro,Delhi Store,29
2026-05-24,Electronics,Laptop Pro,Mumbai Store,32
2026-05-24,Apparel,Classic T-Shirt,Delhi Store,74
2026-05-24,Apparel,Classic T-Shirt,Mumbai Store,91
2026-05-24,Apparel,Sleek Hoodie,Delhi Store,96
2026-05-24,Apparel,Sleek Hoodie,Mumbai Store,82
2026-05-25,Electronics,Smartphone X,Delhi Store,26
2026-05-25,Electronics,Smartphone X,Mumbai Store,17
2026-05-25,Electronics,Laptop Pro,Delhi Store,24
2026-05-25,Electronics,Laptop Pro,Mumbai Store,26
2026-05-25,Apparel,Classic T-Shirt,Delhi Store,53
2026-05-25,Apparel,Classic T-Shirt,Mumbai Store,53
2026-05-25,Apparel,Sleek Hoodie,Delhi Store,65
2026-05-25,Apparel,Sleek Hoodie,Mumbai Store,61
2026-05-26,Electronics,Smartphone X,Delhi Store,34
2026-05-26,Electronics,Smartphone X,Mumbai Store,19
2026-05-26,Electronics,Laptop Pro,Delhi Store,34
2026-05-26,Electronics,Laptop Pro,Mumbai Store,18
2026-05-26,Apparel,Classic T-Shirt,Delhi Store,53
2026-05-26,Apparel,Classic T-Shirt,Mumbai Store,61
2026-05-26,Apparel,Sleek Hoodie,Delhi Store,58
2026-05-26,Apparel,Sleek Hoodie,Mumbai Store,65
2026-05-27,Electronics,Smartphone X,Delhi Store,28
2026-05-27,Electronics,Smartphone X,Mumbai Store,24
2026-05-27,Electronics,Laptop Pro,Delhi Store,31
2026-05-27,Electronics,Laptop Pro,Mumbai Store,33
2026-05-27,Apparel,Classic T-Shirt,Delhi Store,52
2026-05-27,Apparel,Classic T-Shirt,Mumbai Store,62
2026-05-27,Apparel,Sleek Hoodie,Delhi Store,50
2026-05-27,Apparel,Sleek Hoodie,Mumbai Store,61
2026-05-28,Electronics,Smartphone X,Delhi Store,28
2026-05-28,Electronics,Smartphone X,Mumbai Store,29
2026-05-28,Electronics,Laptop Pro,Delhi Store,18
2026-05-28,Electronics,Laptop Pro,Mumbai Store,17
2026-05-28,Apparel,Classic T-Shirt,Delhi Store,63
2026-05-28,Apparel,Classic T-Shirt,Mumbai Store,58
2026-05-28,Apparel,Sleek Hoodie,Delhi Store,67
2026-05-28,Apparel,Sleek Hoodie,Mumbai Store,64
2026-05-29,Electronics,Smartphone X,Delhi Store,17
2026-05-29,Electronics,Smartphone X,Mumbai Store,19
2026-05-29,Electronics,Laptop Pro,Delhi Store,26
2026-05-29,Electronics,Laptop Pro,Mumbai Store,34
2026-05-29,Apparel,Classic T-Shirt,Delhi Store,62
2026-05-29,Apparel,Classic T-Shirt,Mumbai Store,50
2026-05-29,Apparel,Sleek Hoodie,Delhi Store,60
2026-05-29,Apparel,Sleek Hoodie,Mumbai Store,52
2026-05-30,Electronics,Smartphone X,Delhi Store,33
2026-05-30,Electronics,Smartphone X,Mumbai Store,36
2026-05-30,Electronics,Laptop Pro,Delhi Store,23
2026-05-30,Electronics,Laptop Pro,Mumbai Store,32
2026-05-30,Apparel,Classic T-Shirt,Delhi Store,78
2026-05-30,Apparel,Classic T-Shirt,Mumbai Store,96
2026-05-30,Apparel,Sleek Hoodie,Delhi Store,92
2026-05-30,Apparel,Sleek Hoodie,Mumbai Store,77
2026-05-31,Electronics,Smartphone X,Delhi Store,32
2026-05-31,Electronics,Smartphone X,Mumbai Store,33
2026-05-31,Electronics,Laptop Pro,Delhi Store,37
2026-05-31,Electronics,Laptop Pro,Mumbai Store,30
2026-05-31,Apparel,Classic T-Shirt,Delhi Store,95
2026-05-31,Apparel,Classic T-Shirt,Mumbai Store,71
2026-05-31,Apparel,Sleek Hoodie,Delhi Store,78
2026-05-31,Apparel,Sleek Hoodie,Mumbai Store,71
2026-06-01,Electronics,Smartphone X,Delhi Store,23
2026-06-01,Electronics,Smartphone X,Mumbai Store,28
2026-06-01,Electronics,Laptop Pro,Delhi Store,30
2026-06-01,Electronics,Laptop Pro,Mumbai Store,32
2026-06-01,Apparel,Classic T-Shirt,Delhi Store,68
2026-06-01,Apparel,Classic T-Shirt,Mumbai Store,62
2026-06-01,Apparel,Sleek Hoodie,Delhi Store,66
2026-06-01,Apparel,Sleek Hoodie,Mumbai Store,62
2026-06-02,Electronics,Smartphone X,Delhi Store,29
2026-06-02,Electronics,Smartphone X,Mumbai Store,27
2026-06-02,Electronics,Laptop Pro,Delhi Store,24
2026-06-02,Electronics,Laptop Pro,Mumbai Store,21
2026-06-02,Apparel,Classic T-Shirt,Delhi Store,64
2026-06-02,Apparel,Classic T-Shirt,Mumbai Store,69
2026-06-02,Apparel,Sleek Hoodie,Delhi Store,66
2026-06-02,Apparel,Sleek Hoodie,Mumbai Store,58
2026-06-03,Electronics,Smartphone X,Delhi Store,17
2026-06-03,Electronics,Smartphone X,Mumbai Store,23
2026-06-03,Electronics,Laptop Pro,Delhi Store,15
2026-06-03,Electronics,Laptop Pro,Mumbai Store,29
2026-06-03,Apparel,Classic T-Shirt,Delhi Store,69
2026-06-03,Apparel,Classic T-Shirt,Mumbai Store,64
2026-06-03,Apparel,Sleek Hoodie,Delhi Store,61
2026-06-03,Apparel,Sleek Hoodie,Mumbai Store,54
2026-06-04,Electronics,Smartphone X,Delhi Store,27
2026-06-04,Electronics,Smartphone X,Mumbai Store,25
2026-06-04,Electronics,Laptop Pro,Delhi Store,23
2026-06-04,Electronics,Laptop Pro,Mumbai Store,28
2026-06-04,Apparel,Classic T-Shirt,Delhi Store,66
2026-06-04,Apparel,Classic T-Shirt,Mumbai Store,61
2026-06-04,Apparel,Sleek Hoodie,Delhi Store,68
2026-06-04,Apparel,Sleek Hoodie,Mumbai Store,51
2026-06-05,Electronics,Smartphone X,Delhi Store,33
2026-06-05,Electronics,Smartphone X,Mumbai Store,34
2026-06-05,Electronics,Laptop Pro,Delhi Store,33
2026-06-05,Electronics,Laptop Pro,Mumbai Store,32
2026-06-05,Apparel,Classic T-Shirt,Delhi Store,55
2026-06-05,Apparel,Classic T-Shirt,Mumbai Store,56
2026-06-05,Apparel,Sleek Hoodie,Delhi Store,50
2026-06-05,Apparel,Sleek Hoodie,Mumbai Store,51
2026-06-06,Electronics,Smartphone X,Delhi Store,30
2026-06-06,Electronics,Smartphone X,Mumbai Store,32
2026-06-06,Electronics,Laptop Pro,Delhi Store,43
2026-06-06,Electronics,Laptop Pro,Mumbai Store,37
2026-06-06,Apparel,Classic T-Shirt,Delhi Store,86
2026-06-06,Apparel,Classic T-Shirt,Mumbai Store,91
2026-06-06,Apparel,Sleek Hoodie,Delhi Store,77
2026-06-06,Apparel,Sleek Hoodie,Mumbai Store,95
2026-06-07,Electronics,Smartphone X,Delhi Store,47
2026-06-07,Electronics,Smartphone X,Mumbai Store,35
2026-06-07,Electronics,Laptop Pro,Delhi Store,21
2026-06-07,Electronics,Laptop Pro,Mumbai Store,47
2026-06-07,Apparel,Classic T-Shirt,Delhi Store,74
2026-06-07,Apparel,Classic T-Shirt,Mumbai Store,81
2026-06-07,Apparel,Sleek Hoodie,Delhi Store,92
2026-06-07,Apparel,Sleek Hoodie,Mumbai Store,78
2026-06-08,Electronics,Smartphone X,Delhi Store,25
2026-06-08,Electronics,Smartphone X,Mumbai Store,19
2026-06-08,Electronics,Laptop Pro,Delhi Store,25
2026-06-08,Electronics,Laptop Pro,Mumbai Store,19
2026-06-08,Apparel,Classic T-Shirt,Delhi Store,52
2026-06-08,Apparel,Classic T-Shirt,Mumbai Store,63
2026-06-08,Apparel,Sleek Hoodie,Delhi Store,61
2026-06-08,Apparel,Sleek Hoodie,Mumbai Store,60
2026-06-09,Electronics,Smartphone X,Delhi Store,31
2026-06-09,Electronics,Smartphone X,Mumbai Store,17
2026-06-09,Electronics,Laptop Pro,Delhi Store,28
2026-06-09,Electronics,Laptop Pro,Mumbai Store,29
2026-06-09,Apparel,Classic T-Shirt,Delhi Store,64
2026-06-09,Apparel,Classic T-Shirt,Mumbai Store,57
2026-06-09,Apparel,Sleek Hoodie,Delhi Store,69
2026-06-09,Apparel,Sleek Hoodie,Mumbai Store,65
2026-06-10,Electronics,Smartphone X,Delhi Store,21
2026-06-10,Electronics,Smartphone X,Mumbai Store,17
2026-06-10,Electronics,Laptop Pro,Delhi Store,18
2026-06-10,Electronics,Laptop Pro,Mumbai Store,17
2026-06-10,Apparel,Classic T-Shirt,Delhi Store,63
2026-06-10,Apparel,Classic T-Shirt,Mumbai Store,65
2026-06-10,Apparel,Sleek Hoodie,Delhi Store,66
2026-06-10,Apparel,Sleek Hoodie,Mumbai Store,64
2026-06-11,Electronics,Smartphone X,Delhi Store,28
2026-06-11,Electronics,Smartphone X,Mumbai Store,25
2026-06-11,Electronics,Laptop Pro,Delhi Store,31
2026-06-11,Electronics,Laptop Pro,Mumbai Store,22
2026-06-11,Apparel,Classic T-Shirt,Delhi Store,62
2026-06-11,Apparel,Classic T-Shirt,Mumbai Store,58
2026-06-11,Apparel,Sleek Hoodie,Delhi Store,53
2026-06-11,Apparel,Sleek Hoodie,Mumbai Store,69
2026-06-12,Electronics,Smartphone X,Delhi Store,29
2026-06-12,Electronics,Smartphone X,Mumbai Store,24
2026-06-12,Electronics,Laptop Pro,Delhi Store,19
2026-06-12,Electronics,Laptop Pro,Mumbai Store,31
2026-06-12,Apparel,Classic T-Shirt,Delhi Store,51
2026-06-12,Apparel,Classic T-Shirt,Mumbai Store,64
2026-06-12,Apparel,Sleek Hoodie,Delhi Store,58
2026-06-12,Apparel,Sleek Hoodie,Mumbai Store,68
2026-06-13,Electronics,Smartphone X,Delhi Store,39
2026-06-13,Electronics,Smartphone X,Mumbai Store,37
2026-06-13,Electronics,Laptop Pro,Delhi Store,32
2026-06-13,Electronics,Laptop Pro,Mumbai Store,36
2026-06-13,Apparel,Classic T-Shirt,Delhi Store,72
2026-06-13,Apparel,Classic T-Shirt,Mumbai Store,84
2026-06-13,Apparel,Sleek Hoodie,Delhi Store,74
2026-06-13,Apparel,Sleek Hoodie,Mumbai Store,74
2026-06-14,Electronics,Smartphone X,Delhi Store,46
2026-06-14,Electronics,Smartphone X,Mumbai Store,28
2026-06-14,Electronics,Laptop Pro,Delhi Store,47
2026-06-14,Electronics,Laptop Pro,Mumbai Store,37
2026-06-14,Apparel,Classic T-Shirt,Delhi Store,95
2026-06-14,Apparel,Classic T-Shirt,Mumbai Store,95
2026-06-14,Apparel,Sleek Hoodie,Delhi Store,81
2026-06-14,Apparel,Sleek Hoodie,Mumbai Store,71
2026-06-15,Electronics,Smartphone X,Delhi Store,24
2026-06-15,Electronics,Smartphone X,Mumbai Store,18
2026-06-15,Electronics,Laptop Pro,Delhi Store,33
2026-06-15,Electronics,Laptop Pro,Mumbai Store,26
2026-06-15,Apparel,Classic T-Shirt,Delhi Store,67
2026-06-15,Apparel,Classic T-Shirt,Mumbai Store,54
2026-06-15,Apparel,Sleek Hoodie,Delhi Store,64
2026-06-15,Apparel,Sleek Hoodie,Mumbai Store,64
2026-06-16,Electronics,Smartphone X,Delhi Store,32
2026-06-16,Electronics,Smartphone X,Mumbai Store,23
2026-06-16,Electronics,Laptop Pro,Delhi Store,30
2026-06-16,Electronics,Laptop Pro,Mumbai Store,18
2026-06-16,Apparel,Classic T-Shirt,Delhi Store,61
2026-06-16,Apparel,Classic T-Shirt,Mumbai Store,60
2026-06-16,Apparel,Sleek Hoodie,Delhi Store,65
2026-06-16,Apparel,Sleek Hoodie,Mumbai Store,58
2026-06-17,Electronics,Smartphone X,Delhi Store,16
2026-06-17,Electronics,Smartphone X,Mumbai Store,18
2026-06-17,Electronics,Laptop Pro,Delhi Store,19
2026-06-17,Electronics,Laptop Pro,Mumbai Store,15
2026-06-17,Apparel,Classic T-Shirt,Delhi Store,57
2026-06-17,Apparel,Classic T-Shirt,Mumbai Store,52
2026-06-17,Apparel,Sleek Hoodie,Delhi Store,51
2026-06-17,Apparel,Sleek Hoodie,Mumbai Store,58
2026-06-18,Electronics,Smartphone X,Delhi Store,16
2026-06-18,Electronics,Smartphone X,Mumbai Store,29
2026-06-18,Electronics,Laptop Pro,Delhi Store,23
2026-06-18,Electronics,Laptop Pro,Mumbai Store,20
2026-06-18,Apparel,Classic T-Shirt,Delhi Store,66
2026-06-18,Apparel,Classic T-Shirt,Mumbai Store,61
2026-06-18,Apparel,Sleek Hoodie,Delhi Store,59
2026-06-18,Apparel,Sleek Hoodie,Mumbai Store,67
2026-06-19,Electronics,Smartphone X,Delhi Store,15
2026-06-19,Electronics,Smartphone X,Mumbai Store,17
2026-06-19,Electronics,Laptop Pro,Delhi Store,31
2026-06-19,Electronics,Laptop Pro,Mumbai Store,29
2026-06-19,Apparel,Classic T-Shirt,Delhi Store,66
2026-06-19,Apparel,Classic T-Shirt,Mumbai Store,62
2026-06-19,Apparel,Sleek Hoodie,Delhi Store,65
2026-06-19,Apparel,Sleek Hoodie,Mumbai Store,50
2026-06-20,Electronics,Smartphone X,Delhi Store,25
2026-06-20,Electronics,Smartphone X,Mumbai Store,23
2026-06-20,Electronics,Laptop Pro,Delhi Store,23
2026-06-20,Electronics,Laptop Pro,Mumbai Store,29
2026-06-20,Apparel,Classic T-Shirt,Delhi Store,71
2026-06-20,Apparel,Classic T-Shirt,Mumbai Store,77
2026-06-20,Apparel,Sleek Hoodie,Delhi Store,71
2026-06-20,Apparel,Sleek Hoodie,Mumbai Store,71
2026-06-21,Electronics,Smartphone X,Delhi Store,47
2026-06-21,Electronics,Smartphone X,Mumbai Store,23
2026-06-21,Electronics,Laptop Pro,Delhi Store,22
2026-06-21,Electronics,Laptop Pro,Mumbai Store,47
2026-06-21,Apparel,Classic T-Shirt,Delhi Store,82
2026-06-21,Apparel,Classic T-Shirt,Mumbai Store,81
2026-06-21,Apparel,Sleek Hoodie,Delhi Store,72
2026-06-21,Apparel,Sleek Hoodie,Mumbai Store,91
2026-06-22,Electronics,Smartphone X,Delhi Store,24
2026-06-22,Electronics,Smartphone X,Mumbai Store,18
2026-06-22,Electronics,Laptop Pro,Delhi Store,31
2026-06-22,Electronics,Laptop Pro,Mumbai Store,22
2026-06-22,Apparel,Classic T-Shirt,Delhi Store,62
2026-06-22,Apparel,Classic T-Shirt,Mumbai Store,67
2026-06-22,Apparel,Sleek Hoodie,Delhi Store,50
2026-06-22,Apparel,Sleek Hoodie,Mumbai Store,56
